2.8341,-2.5803,-2.5702,2.837
2.8253,-2.5779,-2.5772,2.8428
2.8256,-2.5795,-2.57,2.837
2.8246,-2.5801,-2.57,2.8397
2.828,-2.5795,-2.5678,2.8352
2.828,-2.5786,-2.5731,2.8397
2.8355,-2.5853,-2.567,2.8312
2.8378,-2.5878,-2.5687,2.8299
2.8403,-2.5885,-2.5686,2.8327
2.8307,-2.579,-2.561,2.8288
2.8224,-2.5724,-2.5569,2.8229
2.8207,-2.5694,-2.5529,2.8218
2.8303,-2.5753,-2.5399,2.819
2.8115,-2.5596,-2.545,2.8262
2.8264,-2.566,-2.5314,2.8252
2.8149,-2.5479,-2.5235,2.8317
2.8182,-2.5479,-2.507,2.8291
2.8086,-2.5364,-2.4939,2.8273
2.8168,-2.5283,-2.4736,2.8236
2.8153,-2.5193,-2.4523,2.8205
2.8137,-2.5076,-2.4141,2.8048
2.8028,-2.4748,-2.4084,2.8179
2.7929,-2.462,-2.3697,2.7995
2.793,-2.4381,-2.3448,2.7966
2.7825,-2.4153,-2.311,2.7896
2.7834,-2.3912,-2.2741,2.7826
2.7805,-2.3581,-2.2366,2.7717
2.7509,-2.3312,-2.1896,2.7642
2.7607,-2.2993,-2.1576,2.757
2.7421,-2.2707,-2.1168,2.7455
2.7304,-2.2329,-2.0712,2.7357
2.7247,-2.1979,-2.0125,2.7083
2.7038,-2.1586,-1.9658,2.6938
2.6837,-2.1158,-1.9219,2.6791
2.6555,-2.0818,-1.8779,2.6494
2.6321,-2.0328,-1.8207,2.6182
2.6029,-2.0003,-1.7808,2.5985
2.5863,-1.9567,-1.7436,2.5743
2.5565,-1.9164,-1.6979,2.5313
2.5294,-1.8725,-1.6697,2.5069
2.4823,-1.8325,-1.6299,2.4878
2.4467,-1.781,-1.5989,2.4515
2.4183,-1.7559,-1.5461,2.405
2.3753,-1.7052,-1.5262,2.374
2.3372,-1.6648,-1.4954,2.332
2.2896,-1.6234,-1.4532,2.2844
2.2373,-1.5705,-1.4248,2.2424
2.1842,-1.5218,-1.392,2.2045
2.1548,-1.4827,-1.3642,2.1574
2.1067,-1.4466,-1.3234,2.1163
2.0626,-1.4013,-1.2936,2.0786
2.0099,-1.3613,-1.2677,2.0382
1.9611,-1.3114,-1.238,1.9885
1.9153,-1.274,-1.2117,1.9504
1.8675,-1.2358,-1.1791,1.9011
1.814,-1.1911,-1.1567,1.8632
1.7717,-1.1523,-1.1243,1.8128
1.7316,-1.1117,-1.1022,1.7737
1.6538,-1.0608,-1.0632,1.7154
1.6076,-1.0313,-1.0363,1.6856
1.5621,-0.99735,-1.0185,1.6365
1.5026,-0.95229,-0.98996,1.5897
1.4574,-0.92517,-0.96009,1.5341
1.4026,-0.88718,-0.93286,1.4814
1.3509,-0.85643,-0.90572,1.446
1.294,-0.8201,-0.86665,1.3698
1.2329,-0.7824,-0.85638,1.3355
1.176,-0.75617,-0.82937,1.2894
1.0998,-0.7074,-0.79445,1.2287
1.0567,-0.6771,-0.77746,1.175
0.984,-0.63133,-0.76142,1.1287
0.92354,-0.59996,-0.73049,1.0616
0.85546,-0.55971,-0.70383,1.003
0.78619,-0.52799,-0.67303,0.93905
0.72269,-0.4831,-0.65723,0.88844
0.6544,-0.46165,-0.62858,0.83003
0.57488,-0.41949,-0.60554,0.76851
0.513,-0.38764,-0.57745,0.70309
0.44387,-0.3637,-0.54268,0.63866
0.39036,-0.33567,-0.51759,0.57896
0.30564,-0.29538,-0.47971,0.51313
0.2502,-0.25985,-0.45526,0.44687
0.16905,-0.22441,-0.42808,0.38831
0.10961,-0.19422,-0.39563,0.31646
0.0354,-0.14728,-0.36816,0.25211
-0.021232,-0.12028,-0.34792,0.19663
-0.072023,-0.094703,-0.31101,0.12714
-0.10241,-0.079246,-0.28177,0.06676
-0.14601,-0.069555,-0.25545,0.01027
-0.1836,-0.044347,-0.22981,-0.047112
-0.22239,-0.02479,-0.2031,-0.095439
-0.23807,-0.019292,-0.1814,-0.15864
-0.26631,0.0043803,-0.16192,-0.20064
-0.30135,0.029716,-0.13327,-0.24593
-0.29583,0.028001,-0.11806,-0.27635
-0.30727,0.042689,-0.099667,-0.30245
-0.28946,0.035844,-0.07962,-0.33988
-0.30898,0.05114,-0.069938,-0.35046
-0.30243,0.057567,-0.043762,-0.38834
-0.30016,0.075809,-0.036147,-0.39506
-0.28871,0.077633,-0.030191,-0.38832
-0.27938,0.092576,-0.025712,-0.39492
-0.26007,0.099001,-0.012458,-0.40222
-0.2255,0.087588,-0.0087072,-0.40476
-0.1773,0.067834,-0.014415,-0.37915
-0.17069,0.07953,-0.0087706,-0.35773
-0.15741,0.084888,-0.0052494,-0.33727
-0.12088,0.075892,0.0045403,-0.31536
-0.10827,0.10787,-0.013305,-0.28684
-0.11332,0.11043,-0.0068573,-0.26299
-0.079029,0.10922,-0.0063047,-0.23741
-0.0056263,0.072661,0.0046223,-0.21893
0.039279,0.053854,0.011419,-0.19505
0.066961,0.0563,0.0020055,-0.15953
0.10711,0.063053,-0.0069274,-0.12813
0.13989,0.058602,-0.013693,-0.089662
0.17495,0.058847,-0.016568,-0.054667
0.2005,0.064296,-0.022001,-0.019058
0.22406,0.054572,-0.033439,0.013862
0.26698,0.062071,-0.02657,0.034332
0.30478,0.054572,-0.031483,0.075045
0.32182,0.066041,-0.027235,0.10174
0.34342,0.060937,-0.029557,0.1328
0.37302,0.046579,-0.025054,0.15835
0.39399,0.051655,-0.044718,0.20748
0.43087,0.04281,-0.051174,0.24597
0.43455,0.056912,-0.056643,0.27945
0.45407,0.068457,-0.052937,0.3034
0.49199,0.07986,-0.053289,0.33163
0.51332,0.08554,-0.065338,0.3736
0.54008,0.080676,-0.051707,0.3978
0.56064,0.078493,-0.058463,0.43531
0.61176,0.065174,-0.066285,0.47364
0.64331,0.056108,-0.05376,0.49366
0.66888,0.067258,-0.064784,0.51324
0.68947,0.055697,-0.067086,0.53158
0.71307,0.054069,-0.088502,0.52238
0.74264,0.036981,-0.09526,0.52237
0.77856,0.019924,-0.093442,0.50963
0.80681,0.010904,-0.11732,0.53033
0.82707,-0.0071927,-0.10631,0.53315
0.84979,-0.01688,-0.12364,0.55114
0.88063,-0.031148,-0.13094,0.55506
0.90665,-0.039454,-0.14946,0.5691
0.94284,-0.055389,-0.1592,0.56996
0.96267,-0.059732,-0.16741,0.56828
0.99074,-0.080445,-0.16903,0.57499
1.0096,-0.084882,-0.18659,0.59498
1.029,-0.082907,-0.19726,0.59488
1.047,-0.090745,-0.19764,0.59382
1.0669,-0.095383,-0.21515,0.60526
1.0928,-0.10769,-0.21914,0.60273
1.1076,-0.12245,-0.21878,0.6048
1.1472,-0.14433,-0.23092,0.62253
1.1531,-0.15042,-0.23678,0.61315
1.1869,-0.16987,-0.24278,0.62055
1.2329,-0.19206,-0.24825,0.6239
1.2351,-0.20134,-0.25864,0.63492
1.2775,-0.23337,-0.26005,0.64094
1.2743,-0.21211,-0.28685,0.65763
1.3296,-0.23898,-0.29008,0.65872
1.3411,-0.24389,-0.29267,0.66573
1.3338,-0.25741,-0.29634,0.65713
1.3158,-0.23561,-0.31554,0.67597
1.3461,-0.25384,-0.31715,0.68192
1.3583,-0.25077,-0.32283,0.68267
1.3924,-0.27061,-0.33666,0.6924
1.3939,-0.25114,-0.34591,0.69479
1.4257,-0.29407,-0.34196,0.69779
