x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10
853.1,859.11,858.92,851.18,887.21,995.62,1039.7,1042.8,1042.6,1042.8,755.9,687.18,563.26,491.65,422.67,412.19,472.25,544.57,668.65,738.06
856.31,860.44,858.16,850.97,887,995.3,1039.8,1042.8,1041.3,1039.5,754.97,685.56,561.39,489.79,420.91,410.26,470.57,542.57,667,736.74
859.66,861.96,857.65,850.83,886.77,994.92,1040.3,1043,1040.6,1035.8,753.41,684.2,559.52,487.9,419.16,408.1,468.73,540.21,665.56,734.79
863,863.28,856.86,850.72,886.72,994.94,1040,1043,1039.3,1032.4,752,682.47,558.03,486.53,417.23,406.45,466.83,538.79,663.48,732.97
866.24,864.5,855.92,850.23,886.54,994.5,1040.6,1043.3,1038.7,1029,750.86,681.41,556.43,485.3,415.28,404.85,465.58,537.05,661.75,731.52
869.9,865.43,855.15,849.21,886.33,994.27,1040.7,1043.6,1036.9,1025.7,749.51,679.64,555.03,483.52,414.17,402.8,464.04,535.51,660,729.53
873.15,867,854.33,849,885.76,994.11,1040.5,1044.3,1034.4,1022.5,748.31,678.23,553.83,481.63,412.63,400.98,462.21,533.92,658.82,727.5
876.37,868.28,854.28,848.48,885.45,993.59,1041.1,1044.4,1034.3,1018.9,746.92,677.35,551.86,480.75,411.26,399.54,460.5,531.57,657.33,725.7
879.79,869.3,853.41,848.1,885.07,993.4,1041.1,1044.7,1033.1,1015.5,745.34,675.57,551,479.49,409.88,398.4,459.21,530.48,655.4,723.56
883.36,870.33,852.94,846.89,885.05,993.24,1041.2,1044.5,1031.7,1012.5,743.51,674.38,549.57,478.08,408.74,396.6,457.34,529.24,653.63,721.56
886.38,871.53,852.33,846.64,884.87,993,1041.3,1044.8,1030.1,1009.5,742.4,673.6,548.61,477.31,407.44,395.59,456.43,527.74,652.11,719.7
889.71,872.93,851.91,846.08,884.59,992.74,1040.7,1045,1028.2,1006.4,740.46,671.87,547.45,476.08,406,394.43,455.23,527,650.32,717.67
893.03,873.8,850.86,846.14,884.74,992.6,1041.2,1045.5,1026.5,1003.2,738.76,670.31,546.7,475.59,405.17,393.14,453.81,525.44,648.69,715.62
895.85,874.71,850.32,846.18,884.38,992.33,1041,1045.7,1025.2,999.92,737.12,669.62,546,474.27,404.19,392.4,453.41,524.91,647.06,713.26
899,875.6,850.05,846.14,884.26,992.29,1041.1,1045,1023.5,997.19,735.35,667.91,545.32,473.59,403.3,391.24,451.72,523.62,645.55,711.25
902.17,877.25,849.33,845.35,883.56,992.18,1041.2,1044.1,1022.6,994.13,733.4,667,544.25,472.65,402.44,390.6,451.44,523.27,644.16,708.87
905.41,878.09,848.92,844.63,883.44,991.96,1041.4,1043.8,1022.9,991.39,731.49,665.3,543.44,471.74,401.92,389.6,449.53,522.1,642.78,706.53
908.16,878.64,847.97,844.42,883.57,991.56,1041.3,1043.4,1022,988.66,729.55,664,543.08,471.42,401.43,388.98,449.38,521.28,641.26,704.69
910.89,879.21,847.8,843.5,883.24,991.44,1041.4,1043.6,1020.3,985.5,727.51,663.18,542.12,470.14,400.22,388.11,448.03,519.22,639.72,702
913.47,879.58,847.28,843.3,883.38,990.98,1041.1,1043.7,1019.1,983.18,725.71,662.26,541.53,469.76,399.62,387.32,447.61,519.37,638.08,699.97
916.29,880.4,846.59,843.03,883.19,991.08,1041.2,1044.8,1018.9,980.62,723.74,661.51,541.49,469.53,399.42,386.88,447.24,518.57,636.79,697.68
918.91,880.92,846.59,842.12,882.7,991.06,1041.1,1045.4,1017.7,978.09,721.46,660.25,541.46,469.38,398.95,386.36,446.43,518.33,635.42,695.46
921.06,882.36,846.13,842.1,882.56,990.56,1041.2,1045,1017,975.5,719.67,659.18,540.92,468.97,398.56,385.47,446,517.57,633.85,692.5
921.5,881.82,845.4,841.67,882.5,990.67,1041.3,1045.9,1017.4,975.16,718.81,658.7,540.45,468.56,398,385.07,445.34,517.15,631.95,690.38
919.92,881.28,844.71,841.76,882,990.33,1041.8,1047.2,1018.3,975.31,719.3,658.09,540.5,468.2,397.92,383.85,444.47,515.87,630.93,688.97
918.81,880.45,843.95,841.5,881.68,990.02,1041,1047.6,1019.5,975.81,719.5,657.79,540.43,468,397.78,383.73,443.69,515.3,629.63,687.06
917.1,879.28,843.73,840.8,881.64,989.83,1040.8,1049,1021,976.39,719.45,657.85,539.56,467.92,397.69,383.07,443.31,514.69,628.5,685.48
915.97,878.45,842.5,841.32,881.61,989.89,1041.4,1050.2,1022.5,976.62,719.42,657.77,539.71,468,397.34,382.77,442.8,514.14,627.38,683.62
914.73,876.61,841.82,840.14,881.38,989.52,1041.5,1051.4,1023,977.15,720.06,658.8,539.69,468,397,382.88,442.16,513.94,626.15,681.73
913.45,875.2,840.49,840.04,881.18,989.13,1042,1052.6,1024.4,977.83,720.16,658.78,539.78,468.09,396.89,382.8,441.47,513.63,625.13,680.1
912,873.72,839.83,839.68,881.26,988.82,1042.9,1054.6,1025.7,978.32,720.5,659.04,540.42,468.16,396.92,382.53,441.79,512.71,623.98,678.41
910.62,872.31,838.24,839.3,881.2,988.72,1043.5,1055.9,1027.2,979.03,721.32,659.45,540.57,468.78,397,382.42,441.76,512.21,623.37,676.97
909,871,837.42,838.68,880.63,988.86,1043.5,1057.5,1028.7,979.43,721.5,659.89,541.58,469,397.44,381.98,441.3,511.56,622.13,675.43
907.46,869.61,836.24,837.81,880.68,988.38,1043.8,1058.5,1029.7,980.26,722.26,660.02,541.38,469.72,397.78,382,440.84,511.46,621.31,673.61
906.33,868.12,835.59,837.29,880.33,988.56,1044.5,1060.8,1031.1,980.94,722.85,660.71,541.51,469.71,397.93,382.07,440.28,511,620.19,672.42
904.97,866.3,833.91,836.7,880.3,988.39,1045.5,1062.3,1032.3,981.28,723.6,661.36,542,470.22,398.13,382.05,440.38,511.45,619.46,671.33
903.24,865.26,832.93,836.38,879.98,988.14,1045.8,1062.5,1034,982.13,724.12,661.74,542.79,470.65,398.68,382.4,440.45,510.92,618.95,669.71
901.73,863.71,831.62,835.03,879.85,987.89,1046.5,1063.8,1035.4,983,724.9,662.43,543.29,470.97,398.93,382.54,440.56,510.77,618.21,668.5
900.65,862.64,830.5,834.61,879.61,987.43,1046.9,1064.9,1036.6,983.85,725.7,663.48,543.32,471.24,399.71,382.51,440.94,510.62,617.49,667.35
899,861.11,829.43,833.66,879.46,987.34,1047,1066.2,1037.8,984.69,726.5,663.87,544.69,472.61,400.26,382.79,441.11,511.02,616.89,666.03
897.26,859.4,828.88,833.15,879.19,987.3,1047.9,1068.1,1039,985.32,727.37,664.98,545.21,473.33,400.86,383.48,441.5,511.11,615.63,665.14
895.97,857.94,827.61,833,879,987.28,1047.6,1069,1040.7,986.31,728.17,665.89,546.16,473.75,401.5,384.4,442.11,511.02,615.52,663.69
894.35,856.87,826.59,831.95,878.83,987.05,1048.7,1071.1,1041.3,987.14,729.41,666.72,547.39,475.29,402.57,384.83,441.85,511.29,614.84,663.39
892.91,855.3,825.48,831.33,878.72,987.07,1049.2,1072.9,1042.8,987.85,730.46,667.67,548.08,475.74,403.4,385.69,442.49,511.33,614.11,661.9
891.44,853.93,824.71,830.98,878.46,986.93,1049.4,1074.5,1045.5,989,731.64,668.7,549.24,477.07,404.08,386.39,443.07,510.97,614.82,661.6
889.62,852.07,823.72,830.55,878.49,986.5,1050.1,1076,1046.1,990.11,732.62,670.07,550.15,477.9,405.1,387.19,443.52,511.12,613.26,660.51
888.2,850.59,822.8,829.85,878.16,986.93,1049.5,1077.7,1047.7,991.35,733.5,671.24,551.42,479.27,406.16,388.32,443.96,511.37,613.47,659.94
886.72,848.93,821.19,829.57,878.07,986.29,1050.9,1078.3,1048.9,992,735,672.3,552.65,480.24,407.47,388.71,444.89,512.8,613.19,659.26
885.03,847.47,820.23,828.75,877.78,986.3,1050.9,1080,1051.3,993.24,736.15,673.64,553.51,481.48,408.46,389.57,445.83,512.44,614.19,658.56
883.63,845.85,818.93,827.88,877.57,986.43,1051.7,1081,1052.8,994.24,737.7,674.94,555.14,483.35,409.95,391.4,446.22,513.27,613.95,657.79
881.66,844.53,817.86,827.05,877.38,986.22,1052.2,1082.8,1052.8,995.21,739.39,676.06,556.19,484.13,411.24,392.62,447.09,514.43,612.66,657.73
880.46,843.11,816.6,826.86,877.12,986,1053.8,1083.1,1054.1,996.61,740.44,677.3,557.57,485.61,412.54,393.42,447.82,515.18,612.44,657.48
878.77,841.19,815.72,826.19,877.15,985.78,1054,1084.3,1055.9,997.5,741.87,678.81,559.15,487.17,413.77,394.82,448.94,515.5,612.67,657.18
877.15,839.54,814.9,825.47,876.93,985.43,1055.2,1085.8,1057.6,998.94,743.4,680.28,560.44,488.22,415.41,395.95,449.38,516.28,612.83,656.57
875.49,838.2,813.74,825.21,876.65,985.35,1055.1,1086.9,1059.5,999.89,744.73,681.65,561.72,489.97,416.7,397.13,451.31,517.33,613.31,656.49
873.62,836.61,812.62,824.63,876.58,985.24,1057.4,1088,1061.4,1001.2,746.62,683.33,563.27,491.45,418.34,398.54,451.28,517.71,614.12,656.03
872,835.22,811.88,824.28,875.69,985.23,1056,1089.1,1063,1002.7,747.93,684.65,564.88,493.22,419.21,400.33,453.26,519.35,614.33,656.39
