x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10
791.48,795.81,817.16,839.35,902.88,1010.9,1071.1,1090.3,1109.7,1116,816.97,750.86,634.89,568.1,506.1,502.48,561.78,628.48,742.39,806.83
792.21,799.25,820.73,841.11,902.61,1011,1069.5,1086.5,1107,1114.8,814.5,748.55,631.94,563.89,501.59,498.29,557.05,625.5,740,803.96
793,802.47,824.72,842.95,902.6,1010.9,1067.6,1082.7,1103.3,1114,811.72,745.94,628.7,559.93,497.31,493.75,553.41,621.8,737.33,801.24
794.19,805.45,828.65,844.72,902.69,1010.7,1066,1079.2,1100.6,1112.7,809.04,743.27,625.76,556.18,493.27,489.67,549.35,618.41,734.32,797.88
795.48,808.67,832.6,846.81,902.58,1010.4,1064.8,1076,1097.3,1112,805.91,740.69,622.47,552.93,489.15,486.06,545.18,615,731.34,794.71
796.5,812.29,835.93,847.61,902.64,1010.3,1062.8,1073.4,1094.5,1110.4,802.5,737.71,619.15,549.3,485.09,481.86,541.85,611.89,728.36,791.26
797.58,815.49,839.58,849.63,902.53,1010.1,1061.6,1070.2,1091.3,1109,799.42,734.81,616.02,545.45,481.08,477.42,538.25,608.65,724.95,787.89
799.14,818.61,842.92,850.95,902.42,1010.3,1059.7,1067.1,1089,1107.7,795.67,731.39,612.9,541.93,477.29,473.71,534.83,605.31,721.92,784.65
800.5,822.13,845.94,852.38,902.44,1010.2,1058.2,1064.1,1086,1105.6,792,728,609.72,538,473.44,469.84,531,601.82,718.63,781.37
802.34,824.88,848.85,853.61,902.44,1010.1,1057.6,1061.8,1083.3,1104.1,788.53,724.88,606.06,535.05,469.58,465.84,527.22,598.12,715.47,778.22
803.77,827.98,851.48,854.85,902.04,1010,1056.5,1059.2,1081.1,1102.2,785.37,721.85,603.13,531.67,466.33,462.17,523.82,594.94,712.34,774.7
805.9,830.95,854.43,856.5,901.65,1009.8,1054.3,1057.4,1078.1,1100,781.74,718.42,599.98,528.31,462.72,458.82,520.89,591.74,709.05,771.57
807.86,833.36,856.96,857.44,901.57,1009.9,1054.2,1055.2,1075.6,1098,778.39,715.06,596.78,525.07,459.33,455.18,517.41,588.39,706.13,768.9
