ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,ankle_1,ankle_2,ankle_3,ankle_4,ankle_5,ankle_6,ankle_7,ankle_8,hip2_1,hip2_2,hip2_3,hip2_4,hip2_5,hip2_6,hip2_7,hip2_8,hip_1,hip_2,hip_3,hip_4,hip_5,hip_6,hip_7,hip_8,knee_1,knee_2,knee_3,knee_4,knee_5,knee_6,knee_7,knee_8,t
0.044155,0.090311,0.308267,0.275312,-0.001492,0.197793,0.444986,0.619388,0.048895,0.111550,0.115075,0.104070,0.090491,0.082624,0.085916,0.098874,-0.115769,0.115416,0.024818,-0.102398,-0.132707,-0.033216,-0.017559,-0.025841,-0.056431,-0.546774,-0.421303,-0.132027,0.036957,-0.217111,-0.352647,-0.429046,-1.002145,-0.421505,0.332798,0.637533,-0.190059,0.129226,1.238733,1.600096,0.471750,0.600545,0.545132,0.473372,0.426306,0.415288,0.441787,0.497407,-1.260327,0.648722,0.446706,0.097479,0.146438,0.518801,0.637149,0.859379,2.418487,-1.600925,-1.429919,-0.637935,-0.257337,-0.963913,-1.488373,-2.118444,-2.616199,-4.201116,-9.010990,-6.244109,1.680355,-0.949418,-6.087639,-14.684580,1.855528,-1.880854,-1.793798,-1.636034,-1.445816,-1.339961,-1.415449,-1.536520,0.336700,-4.787098,-3.406894,-0.910284,-1.922749,-1.099118,-1.146563,0.436867,-1.955084,12.155136,9.532621,3.211980,2.894656,3.573800,7.004495,6.988194,0.456383,-3.908656,-3.155881,-2.285061,-1.947603,-2.223230,-3.117730,-4.046256,2.423108,-5.641454,-3.078625,0.713064,1.599594,0.897771,0.889816,0.140651,4.691004,-20.533638,-15.958807,-10.945331,-9.028041,-10.352496,-15.260058,-20.328731,1.900744,-10.951942,-8.621640,-6.229707,-5.291283,-6.081127,-8.544650,-10.900463,0.004167
0.039980,0.088498,0.309648,0.277970,-0.002294,0.198319,0.450154,0.626098,0.050855,0.113882,0.117362,0.106082,0.092262,0.084276,0.087666,0.100888,-0.121017,0.118103,0.026625,-0.102025,-0.132102,-0.031067,-0.014933,-0.022329,-0.046352,-0.553565,-0.427305,-0.134683,0.035870,-0.221143,-0.358891,-0.437930,-1.013045,-0.439012,0.295246,0.611506,-0.183057,0.125274,1.213370,1.538901,0.479481,0.592655,0.537645,0.466548,0.420277,0.409694,0.435866,0.490981,-1.258924,0.628806,0.432470,0.093661,0.138422,0.514236,0.632365,0.861145,2.410341,-1.550295,-1.390224,-0.624563,-0.245276,-0.949017,-1.459195,-2.089354,-2.332706,-4.110295,-9.125715,-6.531174,1.732792,-0.792383,-6.257943,-14.996959,1.658162,-2.140000,-2.019634,-1.823315,-1.609914,-1.497824,-1.583900,-1.726545,0.793027,-4.876875,-3.509548,-0.951767,-2.173558,-1.327476,-1.373896,0.199585,-2.762226,12.525551,9.890445,3.314744,3.200744,3.785678,7.353491,7.480616,0.460706,-3.924951,-3.176921,-2.304483,-1.962255,-2.237411,-3.138576,-4.076937,2.441594,-5.853874,-3.213424,0.677981,1.606800,0.901374,0.865058,0.034730,4.763090,-20.712030,-16.118300,-11.081766,-9.142429,-10.464903,-15.407373,-20.524916,1.928536,-10.992307,-8.668852,-6.284382,-5.335406,-6.124308,-8.592546,-10.951649,0.004167
0.035760,0.086611,0.310873,0.280520,-0.003067,0.198829,0.455217,0.632554,0.052846,0.116177,0.119619,0.108067,0.094008,0.085905,0.089391,0.102877,-0.126259,0.120707,0.028374,-0.101668,-0.131531,-0.028937,-0.012327,-0.018810,-0.036307,-0.560146,-0.433143,-0.137283,0.034833,-0.225113,-0.365014,-0.446696,-1.022765,-0.456141,0.257215,0.584283,-0.175837,0.121976,1.187297,1.476403,0.486390,0.583682,0.529216,0.458944,0.413565,0.403442,0.429242,0.483761,-1.255620,0.608515,0.417806,0.089669,0.129362,0.508718,0.626633,0.861922,2.398832,-1.498124,-1.349038,-0.610764,-0.231940,-0.933239,-1.428563,-2.058213,-2.053586,-4.010323,-9.237141,-6.817610,1.781465,-0.627429,-6.429941,-15.309097,1.455819,-2.405566,-2.250998,-2.015020,-1.778124,-1.659878,-1.756568,-1.921247,1.256126,-4.952397,-3.596998,-0.983077,-2.420053,-1.559055,-1.604147,-0.032337,-3.521968,12.891258,10.243922,3.413181,3.505839,3.997927,7.702727,7.967424,0.467318,-3.940972,-3.197773,-2.323740,-1.976620,-2.251305,-3.159404,-4.107835,2.459460,-6.066268,-3.347505,0.644301,1.615359,0.905149,0.839850,-0.073611,4.848151,-20.890121,-16.276639,-11.216752,-9.254501,-10.575624,-15.554295,-20.721298,1.963920,-11.032104,-8.715163,-6.338205,-5.378346,-6.166500,-8.640070,-11.002676,0.004167
0.031499,0.084652,0.311939,0.282957,-0.003809,0.199326,0.460172,0.638749,0.054866,0.118429,0.121842,0.110022,0.095727,0.087508,0.091089,0.104836,-0.131487,0.123226,0.030060,-0.101328,-0.130997,-0.026829,-0.009746,-0.015288,-0.026310,-0.566508,-0.438810,-0.139825,0.033853,-0.229017,-0.371009,-0.455334,-1.031321,-0.472854,0.218721,0.555866,-0.168414,0.119365,1.160508,1.412606,0.492456,0.573600,0.519823,0.450542,0.406151,0.396515,0.421899,0.475730,-1.250386,0.587909,0.402777,0.085545,0.119275,0.502236,0.619941,0.861732,2.384157,-1.444430,-1.306380,-0.596555,-0.217332,-0.916576,-1.396478,-2.025043,-1.778595,-3.899965,-9.345894,-7.102746,1.827095,-0.454374,-6.604689,-15.623893,1.240494,-2.677586,-2.488023,-2.211326,-1.950592,-1.826250,-1.933564,-2.120733,1.728674,-5.014253,-3.668849,-1.003644,-2.661831,-1.794104,-1.838511,-0.259729,-4.233971,13.253230,10.593900,3.507757,3.809699,4.210639,8.053371,8.449522,0.476422,-3.956701,-3.218389,-2.342767,-1.990606,-2.264844,-3.180174,-4.138942,2.471817,-6.276852,-3.479587,0.612601,1.625485,0.909293,0.814861,-0.183093,4.947566,-21.067984,-16.433550,-11.349712,-9.363685,-10.684206,-15.700686,-20.918017,2.007585,-11.071346,-8.760384,-6.390869,-5.419816,-6.207484,-8.687207,-11.053717,0.004167
0.027202,0.082623,0.312845,0.285276,-0.004520,0.199811,0.465015,0.644679,0.056911,0.120635,0.124025,0.111944,0.097415,0.089082,0.092756,0.106763,-0.136692,0.125658,0.031684,-0.101004,-0.130506,-0.024748,-0.007193,-0.011767,-0.016374,-0.572645,-0.444300,-0.142309,0.032935,-0.232851,-0.376872,-0.463836,-1.038732,-0.489107,0.179773,0.526261,-0.160801,0.117475,1.132991,1.347496,0.497625,0.562382,0.509442,0.441323,0.398020,0.388894,0.413817,0.466866,-1.243183,0.567046,0.387448,0.081335,0.108181,0.494775,0.612271,0.860594,2.366515,-1.389229,-1.262264,-0.581952,-0.201458,-0.899027,-1.362931,-1.989866,-1.507257,-3.777820,-9.452599,-7.385960,1.870406,-0.273173,-6.783316,-15.944420,1.003317,-2.956142,-2.730895,-2.412466,-2.127515,-1.997108,-2.115037,-2.325152,2.213639,-5.063080,-3.724687,-1.012813,-2.898481,-2.032876,-2.078283,-0.483569,-4.898032,13.612523,10.941348,3.598984,4.112168,4.423948,8.406682,8.927968,0.488243,-3.972116,-3.238718,-2.361491,-2.004112,-2.277953,-3.200843,-4.170251,2.473263,-6.483689,-3.608243,0.583515,1.637382,0.914042,0.790811,-0.292329,5.062832,-21.245711,-16.588749,-11.480020,-9.469355,-10.790173,-15.846416,-21.115255,2.060290,-11.110047,-8.804305,-6.442043,-5.459504,-6.247030,-8.733951,-11.104973,0.004167
0.022875,0.080526,0.313587,0.287473,-0.005198,0.200289,0.469743,0.650337,0.058977,0.122788,0.126166,0.113829,0.099069,0.090623,0.094390,0.108655,-0.141868,0.128003,0.033244,-0.100697,-0.130060,-0.022699,-0.004671,-0.008251,-0.006512,-0.578550,-0.449607,-0.144732,0.032083,-0.236612,-0.382594,-0.472193,-1.045012,-0.504853,0.140380,0.495476,-0.153008,0.116340,1.104729,1.281051,0.501806,0.550000,0.498048,0.431266,0.389152,0.380562,0.404979,0.457149,-1.233960,0.545978,0.371885,0.077086,0.096101,0.486318,0.603602,0.858522,2.346107,-1.332531,-1.216701,-0.566970,-0.184323,-0.880589,-1.327914,-1.952695,-1.239446,-3.642364,-9.557896,-7.666660,1.912134,-0.083891,-6.966975,-16.273793,0.734612,-3.241337,-2.979831,-2.618706,-2.309114,-2.172636,-2.301156,-2.534673,2.714010,-5.099513,-3.764061,-1.009862,-3.129562,-2.275642,-2.324822,-0.704951,-5.513487,13.970206,11.287296,3.687389,4.413065,4.638014,8.763928,9.403929,0.503019,-3.987194,-3.258704,-2.379842,-2.017037,-2.290559,-3.221369,-4.201755,2.457906,-6.684679,-3.731955,0.557737,1.651292,0.919642,0.768470,-0.399817,5.195535,-21.423399,-16.741926,-11.607014,-9.570871,-10.893031,-15.991367,-21.313218,2.122848,-11.148211,-8.846695,-6.491378,-5.497093,-6.284905,-8.780310,-11.156662,0.004167
0.018521,0.078364,0.314166,0.289542,-0.005844,0.200763,0.474354,0.655718,0.061060,0.124884,0.128260,0.115674,0.100686,0.092130,0.095987,0.110508,-0.147005,0.130260,0.034740,-0.100408,-0.129665,-0.020684,-0.002186,-0.004743,0.003266,-0.584217,-0.454724,-0.147093,0.031304,-0.240294,-0.388171,-0.480397,-1.050177,-0.520033,0.100548,0.463521,-0.145040,0.115994,1.075702,1.213234,0.504867,0.536428,0.485617,0.420350,0.379528,0.371498,0.395366,0.446559,-1.222652,0.524759,0.356158,0.072849,0.083059,0.476850,0.593904,0.855528,2.323134,-1.274345,-1.169697,-0.551619,-0.165935,-0.861260,-1.291409,-1.913541,-0.974734,-3.491894,-9.662430,-7.944293,1.952946,0.113214,-7.156981,-16.615322,0.423906,-3.533331,-3.235105,-2.830370,-2.495662,-2.353063,-2.492134,-2.749518,3.232950,-5.124272,-3.786545,-0.994004,-3.354676,-2.522670,-2.579540,-0.925120,-6.079805,14.327462,11.632916,3.773513,4.712379,4.853058,9.126453,9.878788,0.521002,-4.001913,-3.278287,-2.397744,-2.029271,-2.302587,-3.241712,-4.233450,2.419399,-6.877607,-3.849092,0.536010,1.667455,0.926369,0.748676,-0.503948,5.347329,-21.601162,-16.892760,-11.729990,-9.667553,-10.992273,-16.135420,-21.512145,2.196113,-11.185844,-8.887305,-6.538502,-5.532245,-6.320871,-8.826296,-11.209026,0.004167
0.014146,0.076140,0.314577,0.291479,-0.006455,0.201235,0.478844,0.660817,0.063157,0.126918,0.130302,0.117476,0.102263,0.093599,0.097544,0.112318,-0.152095,0.132428,0.036169,-0.100136,-0.129324,-0.018709,0.000258,-0.001246,0.012948,-0.589638,-0.459645,-0.149390,0.030603,-0.243896,-0.393595,-0.488440,-1.054238,-0.534588,0.060281,0.430410,-0.136903,0.116469,1.045884,1.143994,0.506633,0.521636,0.472122,0.408553,0.369128,0.361682,0.384956,0.435073,-1.209181,0.503437,0.340336,0.068677,0.069080,0.466352,0.583144,0.851616,2.297802,-1.214670,-1.121253,-0.535910,-0.146299,-0.841034,-1.253394,-1.872409,-0.713042,-3.324564,-9.766869,-8.218333,1.993624,0.317772,-7.354656,-16.972394,0.060013,-3.832305,-3.497018,-3.047812,-2.687455,-2.538635,-2.688203,-2.969929,3.773595,-5.138120,-3.791704,-0.964413,-3.573362,-2.774231,-2.843909,-1.145409,-6.596017,14.685501,11.979453,3.857948,5.010001,5.069342,9.495639,10.354019,0.542454,-4.016244,-3.297406,-2.415120,-2.040705,-2.313961,-3.261828,-4.265332,2.350976,-7.060106,-3.957914,0.519119,1.686145,0.934504,0.732312,-0.603044,5.519924,-21.779120,-17.040914,-11.848210,-9.758702,-11.087375,-16.278472,-21.712298,2.280981,-11.222940,-8.925868,-6.583026,-5.564616,-6.354682,-8.871935,-11.262322,0.004167
0.009754,0.073855,0.314821,0.293279,-0.007033,0.201710,0.483209,0.665626,0.065262,0.128883,0.132289,0.119232,0.103796,0.095027,0.099058,0.114083,-0.157129,0.134507,0.037534,-0.099880,-0.129041,-0.016778,0.002658,0.002234,0.022525,-0.594807,-0.464365,-0.151621,0.029984,-0.247412,-0.398860,-0.496313,-1.057209,-0.548445,0.019578,0.396156,-0.128596,0.117797,1.015242,1.073266,0.506884,0.505597,0.457536,0.395851,0.357929,0.351093,0.373730,0.422668,-1.193458,0.482058,0.324492,0.064629,0.054190,0.454807,0.571281,0.846787,2.270319,-1.153503,-1.071366,-0.519849,-0.125423,-0.819908,-1.213841,-1.829296,-0.453876,-3.138356,-9.871953,-8.488294,2.034832,0.529211,-7.561520,-17.348559,-0.368946,-4.138484,-3.765917,-3.271434,-2.884828,-2.729632,-2.889629,-3.196193,4.339222,-5.141918,-3.779143,-0.920218,-3.785213,-3.030576,-3.119401,-1.367282,-7.061498,15.045644,12.328288,3.941283,5.306002,5.287177,9.872891,10.831308,0.567638,-4.030158,-3.315992,-2.431892,-2.051224,-2.324608,-3.281679,-4.297400,2.245485,-7.229708,-4.056607,0.507887,1.707644,0.944355,0.720298,-0.695312,5.715026,-21.957399,-17.186030,-11.960907,-9.843604,-11.177810,-16.420421,-21.913956,2.378352,-11.259493,-8.962098,-6.624549,-5.593855,-6.386095,-8.917262,-11.316822,0.004167
0.005350,0.071514,0.314895,0.294936,-0.007575,0.202190,0.487447,0.670142,0.067368,0.130774,0.134215,0.120936,0.105283,0.096410,0.100525,0.115797,-0.162097,0.136498,0.038832,-0.099640,-0.128821,-0.014894,0.005009,0.005695,0.031986,-0.599717,-0.468876,-0.153786,0.029454,-0.250840,-0.403960,-0.504008,-1.059100,-0.561527,-0.021562,0.360778,-0.120117,0.120005,0.983738,1.000971,0.505347,0.488280,0.441830,0.382218,0.345908,0.339708,0.361664,0.409321,-1.175378,0.460662,0.308700,0.060764,0.038417,0.442193,0.558271,0.841033,2.240896,-1.090837,-1.020026,-0.503440,-0.103313,-0.797874,-1.172716,-1.784195,-0.197099,-2.931056,-9.978497,-8.753723,2.077390,0.746805,-7.779177,-17.747537,-0.875444,-4.452129,-4.042182,-3.501672,-3.088147,-2.926353,-3.096706,-3.428629,4.932981,-5.136631,-3.748514,-0.860540,-3.989789,-3.291943,-3.407513,-1.592261,-7.475194,15.409287,12.680918,4.024162,5.600380,5.506928,10.259664,11.312448,0.596823,-4.043624,-3.333975,-2.447981,-2.060713,-2.334453,-3.301225,-4.329653,2.095446,-7.383832,-4.143262,0.503177,1.732226,0.956236,0.713607,-0.778911,5.934353,-22.136127,-17.327741,-12.067285,-9.921528,-11.263043,-16.561170,-22.117412,2.489141,-11.295486,-8.995698,-6.662653,-5.619605,-6.414866,-8.962319,-11.372810,0.004167
0.000938,0.069120,0.314798,0.296447,-0.008081,0.202680,0.491554,0.674355,0.069469,0.132585,0.136076,0.122586,0.106719,0.097745,0.101942,0.117459,-0.166991,0.138399,0.040066,-0.099416,-0.128666,-0.013063,0.007305,0.009134,0.041325,-0.604361,-0.473174,-0.155883,0.029017,-0.254174,-0.408888,-0.511517,-1.059921,-0.573744,-0.063146,0.324294,-0.111461,0.123120,0.951327,0.927013,0.501699,0.469655,0.424973,0.367627,0.333042,0.327504,0.348736,0.395004,-1.154824,0.439289,0.293036,0.057149,0.021793,0.428491,0.544059,0.834341,2.209750,-1.026654,-0.967217,-0.486687,-0.079977,-0.774924,-1.129981,-1.737089,0.057613,-2.700251,-10.087400,-9.014202,2.122070,0.969626,-8.009418,-18.173262,-1.472507,-4.773538,-4.326232,-3.739000,-3.297813,-3.129132,-3.309758,-3.667600,5.558030,-5.123379,-3.699553,-0.784481,-4.186685,-3.558521,-3.709719,-1.821956,-7.836226,15.777954,13.039004,4.107249,5.893286,5.729011,10.657448,11.799417,0.630272,-4.056610,-3.351280,-2.463303,-2.069053,-2.343421,-3.320429,-4.362092,1.893097,-7.519824,-4.215931,0.505882,1.760195,0.970484,0.713236,-0.851935,6.179589,-22.315444,-17.465666,-12.166525,-9.991729,-11.342529,-16.700627,-22.322967,2.614254,-11.330906,-9.026357,-6.696914,-5.641504,-6.440747,-9.007158,-11.430579,0.004167
-0.003478,0.066677,0.314526,0.297807,-0.008550,0.203184,0.495525,0.678260,0.071556,0.134311,0.137867,0.124178,0.108101,0.099030,0.103306,0.119063,-0.171799,0.140211,0.041234,-0.099205,-0.128581,-0.011289,0.009542,0.012545,0.050534,-0.608732,-0.477253,-0.157910,0.028679,-0.257412,-0.413637,-0.518831,-1.059681,-0.585001,-0.105184,0.286724,-0.102618,0.127163,0.917956,0.851282,0.495564,0.449690,0.406932,0.352047,0.319302,0.314456,0.334920,0.379692,-1.131666,0.417971,0.277575,0.053850,0.004348,0.413678,0.528588,0.826694,2.177099,-0.960936,-0.912916,-0.469586,-0.055420,-0.751048,-1.085588,-1.687954,0.310408,-2.443298,-10.199830,-9.269373,2.169843,1.196603,-8.254192,-18.629897,-2.173587,-5.103045,-4.618514,-3.983925,-3.514252,-3.338317,-3.529132,-3.913502,6.217394,-5.103457,-3.632078,-0.691169,-4.375487,-3.830458,-4.027455,-2.058009,-8.143690,16.153289,13.404359,4.191267,6.184813,5.953888,11.067750,12.294311,0.668242,-4.069080,-3.367830,-2.477778,-2.076128,-2.351443,-3.339254,-4.394722,1.630465,-7.634953,-4.272601,0.516899,1.791858,0.987437,0.720218,-0.912451,6.452342,-22.495495,-17.599409,-12.257797,-10.053468,-11.415724,-16.838702,-22.530928,2.754564,-11.365735,-9.053756,-6.726898,-5.659194,-6.463497,-9.051838,-11.490433,0.004167
-0.007892,0.064189,0.314080,0.299011,-0.008981,0.203704,0.499358,0.681850,0.073620,0.135945,0.139583,0.125707,0.109425,0.100259,0.104613,0.120605,-0.176511,0.141936,0.042339,-0.099008,-0.128569,-0.009577,0.011715,0.015925,0.059607,-0.612823,-0.481104,-0.159866,0.028444,-0.260548,-0.418200,-0.525942,-1.058387,-0.595186,-0.147691,0.248092,-0.093577,0.132153,0.883566,0.773649,0.486508,0.428352,0.387675,0.335448,0.304663,0.300537,0.320192,0.363356,-1.105761,0.396736,0.262396,0.050941,-0.013883,0.397733,0.511792,0.818064,2.143167,-0.893652,-0.857092,-0.452136,-0.029649,-0.726235,-1.039486,-1.636756,0.561604,-2.157248,-10.317200,-9.518948,2.221644,1.426472,-8.515677,-19.121967,-2.992490,-5.441032,-4.919519,-4.236991,-3.737928,-3.554295,-3.755212,-4.166781,6.913780,-5.078444,-3.546077,-0.579768,-4.555858,-4.107813,-4.362115,-2.302125,-8.396721,16.537142,13.779045,4.277011,6.475295,6.182068,11.492157,12.799431,0.710967,-4.081001,-3.383547,-2.491318,-2.081818,-2.358450,-3.357671,-4.427551,1.299436,-7.726467,-4.311249,0.537134,1.827517,1.007455,0.735598,-0.958465,6.754078,-22.676434,-17.728582,-12.340253,-10.105999,-11.482087,-16.975315,-22.741605,2.910880,-11.399956,-9.077577,-6.752170,-5.672318,-6.482877,-9.096427,-11.552681,0.004167
-0.012302,0.061662,0.313456,0.300054,-0.009374,0.204246,0.503046,0.685115,0.075647,0.137481,0.141220,0.127170,0.110688,0.101430,0.105858,0.122083,-0.181117,0.143572,0.043382,-0.098821,-0.128633,-0.007931,0.013819,0.019271,0.068538,-0.616628,-0.484724,-0.161750,0.028318,-0.263580,-0.422570,-0.532841,-1.056047,-0.604179,-0.190687,0.208419,-0.084319,0.138099,0.848086,0.693965,0.474040,0.405606,0.367165,0.317796,0.289092,0.285718,0.304521,0.345965,-1.076954,0.375606,0.247575,0.048497,-0.032865,0.380632,0.493602,0.808417,2.108181,-0.824768,-0.799707,-0.434327,-0.002667,-0.700471,-0.991615,-1.583453,0.811279,-1.838836,-10.441372,-9.762694,2.278734,1.657867,-8.796261,-19.654366,-3.943227,-5.787920,-5.229763,-4.498774,-3.969335,-3.777473,-3.988411,-4.427927,7.649719,-5.050219,-3.441678,-0.449499,-4.727538,-4.390550,-4.715017,-2.556032,-8.594738,16.931555,14.165364,4.365395,6.765205,6.414092,11.932288,13.317218,0.758661,-4.092341,-3.398351,-2.503838,-2.086003,-2.364372,-3.375650,-4.460594,0.891842,-7.791620,-4.329860,0.567474,1.867482,1.030919,0.760462,-0.988004,7.086115,-22.858441,-17.852786,-12.413044,-10.148581,-11.541070,-17.110382,-22.955314,3.083934,-11.433565,-9.097502,-6.772294,-5.680518,-6.498651,-9.141002,-11.617643,0.004167
-0.016702,0.059100,0.312652,0.300933,-0.009728,0.204814,0.506587,0.688049,0.077625,0.138912,0.142771,0.128562,0.111885,0.102538,0.107039,0.123492,-0.185603,0.145121,0.044363,-0.098644,-0.128776,-0.006357,0.015846,0.022577,0.077323,-0.620139,-0.488104,-0.163560,0.028306,-0.266503,-0.426739,-0.539519,-1.052667,-0.611846,-0.234199,0.167732,-0.074824,0.145010,0.811436,0.612063,0.457610,0.381415,0.345363,0.299054,0.272559,0.269970,0.287880,0.327486,-1.045080,0.354592,0.233191,0.046597,-0.052563,0.362353,0.473942,0.797715,2.072369,-0.754239,-0.740712,-0.416150,0.025523,-0.673740,-0.941911,-1.527992,1.059848,-1.484286,-10.574829,-10.000561,2.342398,1.889344,-9.098559,-20.232610,-5.039902,-6.144195,-5.549815,-4.769896,-4.209010,-4.008303,-4.229185,-4.697486,8.427157,-5.021121,-3.319269,-0.299677,-4.890418,-4.678472,-5.087396,-2.821434,-8.737300,17.338872,14.566020,4.457497,7.055426,6.650478,12.389846,13.850233,0.811503,-4.103069,-3.412166,-2.515250,-2.088563,-2.369148,-3.393169,-4.493880,0.399556,-7.827665,-4.326447,0.608770,1.912035,1.058211,0.795886,-0.999078,7.449525,-23.041725,-17.971637,-12.475324,-10.180480,-11.592133,-17.243834,-23.172379,3.274337,-11.466570,-9.113227,-6.786839,-5.683439,-6.510591,-9.185649,-11.685649,0.004167
-0.021088,0.056511,0.311667,0.301644,-0.010042,0.205410,0.509975,0.690640,0.079537,0.140232,0.144232,0.129879,0.113013,0.103580,0.108151,0.124827,-0.189957,0.146584,0.045284,-0.098474,-0.129002,-0.004859,0.017792,0.025840,0.085958,-0.623348,-0.491239,-0.165295,0.028413,-0.269312,-0.430700,-0.545968,-1.048251,-0.618034,-0.278268,0.126053,-0.065064,0.152886,0.773527,0.527753,0.436610,0.355742,0.322229,0.279184,0.255028,0.253261,0.270237,0.307885,-1.009967,0.333700,0.219319,0.045323,-0.072940,0.342874,0.452731,0.785909,2.035964,-0.682011,-0.680046,-0.397588,0.054922,-0.646024,-0.890299,-1.470309,1.307340,-1.089245,-10.721001,-10.232636,2.414246,2.119447,-9.425498,-20.862934,-6.296550,-6.510439,-5.880314,-5.051049,-4.457562,-4.247299,-4.478059,-4.976092,9.247588,-4.994066,-3.179479,-0.129715,-5.044680,-4.971213,-5.480448,-3.100150,-8.824383,17.761865,14.984206,4.554656,7.347529,6.891761,12.866713,14.401369,0.869627,-4.113164,-3.424919,-2.525460,-2.089370,-2.372715,-3.410215,-4.527454,-0.185388,-7.831958,-4.299115,0.661797,1.961442,1.089745,0.842998,-0.989737,7.845106,-23.226566,-18.084773,-12.526248,-10.200960,-11.634729,-17.375615,-23.393163,3.482555,-11.499008,-9.124466,-6.795378,-5.680719,-6.518472,-9.230468,-11.757053,0.004167
-0.025455,0.053899,0.310498,0.302181,-0.010314,0.206040,0.513204,0.692880,0.081364,0.141433,0.145597,0.131115,0.114067,0.104552,0.109190,0.126085,-0.194166,0.147961,0.046149,-0.098307,-0.129313,-0.003442,0.019650,0.029054,0.094441,-0.626248,-0.494121,-0.166952,0.028644,-0.272005,-0.434445,-0.552178,-1.042804,-0.622576,-0.322945,0.083408,-0.055004,0.161720,0.734256,0.440816,0.410375,0.328546,0.297719,0.258144,0.236463,0.235557,0.251557,0.287123,-0.971436,0.312919,0.206031,0.044759,-0.093959,0.322176,0.429882,0.772945,1.999196,-0.608019,-0.617637,-0.378620,0.085538,-0.617301,-0.836700,-1.410327,1.554099,-0.648493,-10.884621,-10.459294,2.496193,2.346863,-9.780278,-21.552588,-7.726975,-6.887357,-6.221995,-5.343011,-4.715682,-4.495056,-4.735640,-5.264479,10.111439,-4.972781,-3.023320,0.060773,-5.190897,-5.268142,-5.895315,-3.394069,-8.856291,18.203865,15.423852,4.658679,7.644053,7.138367,13.364965,14.973788,0.933099,-4.122613,-3.436542,-2.534371,-2.088291,-2.375019,-3.426791,-4.561388,-0.870669,-7.801993,-4.246156,0.727229,2.015967,1.125974,0.902937,-0.958069,8.273195,-23.413323,-18.191859,-12.564975,-10.209286,-11.668320,-17.505709,-23.618076,3.708817,-11.530954,-9.130969,-6.797490,-5.671988,-6.522084,-9.275586,-11.832242,0.004167
-0.029801,0.051274,0.309142,0.302541,-0.010543,0.206707,0.516269,0.694757,0.083086,0.142511,0.146860,0.132267,0.115043,0.105450,0.110152,0.127262,-0.198215,0.149254,0.046957,-0.098143,-0.129712,-0.002111,0.021412,0.032215,0.102771,-0.628831,-0.496744,-0.168531,0.029003,-0.274575,-0.437965,-0.558140,-1.036328,-0.625281,-0.368303,0.039819,-0.044603,0.171501,0.693507,0.351007,0.378180,0.299785,0.271789,0.235889,0.216824,0.216821,0.231804,0.265161,-0.929305,0.292226,0.193397,0.044990,-0.115588,0.300241,0.405305,0.758759,1.962295,-0.532183,-0.553395,-0.359218,0.117389,-0.587551,-0.781025,-1.347959,1.800527,-0.155639,-11.072321,-10.681301,2.590406,2.570675,-10.166441,-22.310181,-9.344564,-7.275854,-6.575761,-5.646717,-4.984208,-4.752306,-5.002668,-5.563538,11.018274,-4.962045,-2.852209,0.272000,-5.330393,-5.568298,-6.333168,-3.705306,-8.834138,18.669033,15.889937,4.772029,7.949417,7.390512,13.886963,15.571118,1.001912,-4.131417,-3.446981,-2.541877,-2.085179,-2.376011,-3.442918,-4.595799,-1.663524,-7.735471,-4.166037,0.805555,2.075830,1.167389,0.976879,-0.902223,8.733686,-23.602508,-18.292613,-12.590677,-10.204704,-11.692361,-17.634161,-23.847659,3.953110,-11.562545,-9.132525,-6.792759,-5.656841,-6.521224,-9.321168,-11.911672,0.004167
