0,545.28,19.554,20.525,21.785,20.142
0.003,547.41,19.587,20.822,22.237,20.173
0.005,548.75,19.521,20.988,22.565,20.168
0.007,548.63,19.337,20.954,22.718,20.134
0.009,546.67,19.144,20.755,22.772,20.151
0.013,542.8,19.182,20.542,22.932,20.375
0.015,537.29,19.784,20.558,23.495,21.017
0.017,530.69,21.293,21.089,24.781,22.305
0.019,523.69,23.977,22.402,27.052,24.436
0.021,516.99,27.968,24.692,30.453,27.542
0.023,511.11,33.231,28.044,34.988,31.675
0.025,506.33,39.595,32.432,40.529,36.804
0.027,502.6,46.811,37.733,46.866,42.842
0.029,499.62,54.628,43.77,53.766,49.666
0.031,496.96,62.854,50.354,61.022,57.151
0.033,494.15,71.386,57.314,68.487,65.176
0.035,490.88,80.202,64.526,76.077,73.634
0.037,487,89.312,71.908,83.761,82.423
0.039,482.58,98.707,79.422,91.53,91.444
0.041,477.84,108.31,87.051,99.381,100.59
0.043,473.06,117.98,94.79,107.3,109.75
0.045,468.49,127.51,102.64,115.28,118.82
0.047,464.27,136.71,110.59,123.28,127.72
0.049,460.43,145.48,118.63,131.31,136.37
0.051,456.9,153.79,126.73,139.36,144.76
0.053,453.56,161.78,134.87,147.41,152.86
0.055,450.3,169.61,142.99,155.43,160.7
0.057,447.05,177.47,151.01,163.37,168.3
0.059,443.79,185.46,158.85,171.11,175.69
0.061,440.55,193.5,166.4,178.54,182.88
0.063,437.37,201.39,173.57,185.52,189.89
0.065,434.3,208.81,180.29,191.98,196.7
0.067,431.36,215.46,186.56,197.88,203.31
0.069,428.53,221.13,192.4,203.27,209.71
0.071,425.77,225.83,197.9,208.26,215.89
0.073,423.07,229.78,203.18,213,221.87
0.075,420.37,233.43,208.37,217.63,227.66
0.077,417.7,237.28,213.58,222.27,233.29
0.079,415.04,241.75,218.85,226.96,238.8
0.081,412.43,247.11,224.19,231.71,244.19
0.083,409.89,253.35,229.55,236.45,249.46
0.085,407.44,260.23,234.85,241.11,254.57
0.087,405.08,267.34,239.99,245.64,259.46
0.089,402.81,274.2,244.87,250.02,264.07
0.091,400.6,280.45,249.45,254.25,268.36
0.093,398.44,285.83,253.73,258.38,272.3
0.095,396.34,290.3,257.72,262.45,275.93
0.097,394.29,293.91,261.49,266.49,279.31
0.099,392.31,296.81,265.1,270.49,282.57
