0,454.13,12.173,17.213,11.06,15.359
0.002,453.9,12.871,17.473,11.997,16.295
0.004,453.93,13.363,17.66,12.723,16.991
0.006,454.32,13.505,17.716,13.078,17.279
0.008,454.92,13.261,17.614,12.993,17.113
0.01,455.36,12.732,17.377,12.53,16.598
0.012,455.12,12.148,17.078,11.882,15.974
0.014,453.7,11.834,16.85,11.364,15.573
0.016,450.84,12.15,16.866,11.357,15.753
0.018,446.55,13.422,17.313,12.242,16.82
0.02,441.21,15.872,18.367,14.313,18.969
0.022,435.39,19.578,20.151,17.705,22.255
0.024,429.72,24.463,22.727,22.356,26.59
0.026,424.72,30.325,26.086,28.018,31.788
0.028,420.62,36.89,30.166,34.308,37.623
0.03,417.35,43.882,34.874,40.812,43.886
0.032,414.59,51.086,40.116,47.185,50.437
0.034,411.9,58.382,45.809,53.236,57.215
0.036,408.89,65.748,51.89,58.968,64.225
0.038,405.34,73.23,58.3,64.55,71.5
0.04,401.24,80.891,64.974,70.246,79.05
0.042,396.8,88.761,71.827,76.304,86.834
0.044,392.32,96.805,78.755,82.869,94.742
0.046,388.1,104.92,85.652,89.915,102.62
0.048,384.34,112.95,92.428,97.257,110.3
0.05,381.08,120.76,99.036,104.6,117.66
0.052,378.23,128.25,105.48,111.66,124.63
0.054,375.64,135.4,111.81,118.22,131.26
0.056,373.13,142.27,118.1,124.23,137.64
0.058,370.61,148.98,124.41,129.82,143.89
0.06,368.05,155.64,130.75,135.21,150.1
0.062,365.51,162.34,137.06,140.64,156.3
0.064,363.06,169.04,143.25,146.29,162.46
0.066,360.73,175.66,149.18,152.19,168.45
0.068,358.5,182.05,154.79,158.22,174.16
0.07,356.29,188.07,160.07,164.17,179.5
0.072,353.98,193.63,165.11,169.79,184.47
0.074,351.49,198.78,170.09,174.94,189.17
0.076,348.82,203.63,175.2,179.59,193.8
0.078,346.07,208.34,180.59,183.83,198.53
0.08,343.45,213.02,186.24,187.82,203.49
0.082,341.2,217.69,191.95,191.66,208.65
0.084,339.55,222.15,197.36,195.36,213.77
0.086,338.66,226.06,201.96,198.71,218.45
0.088,338.52,228.98,205.29,201.39,222.18
0.09,339.01,230.5,207.03,203.02,224.48
0.092,339.88,230.41,207.11,203.33,225.03
0.094,340.87,228.76,205.76,202.22,223.78
0.096,341.72,225.93,203.43,199.91,221
0.098,342.27,222.54,200.69,196.88,217.25
0.1,342.46,219.37,198.05,193.74,213.24
0.102,342.35,217.08,195.85,191.11,209.69
0.104,342.07,216.12,194.16,189.39,207.16
0.106,341.76,216.55,192.84,188.7,205.91
0.108,341.55,218.05,191.6,188.81,205.86
0.11,341.49,220.01,190.23,189.23,206.64
0.112,341.61,221.71,188.63,189.38,207.7
0.114,341.85,222.53,186.99,188.77,208.48
0.116,342.13,222.11,185.81,187.14,208.56
0.118,342.38,220.44,184.68,184.6,207.78
0.12,342.51,217.86,183.58,181.53,206.22
0.122,342.49,214.92,182.52,178.49,204.19
0.124,342.31,212.24,181.49,176.06,202.12
0.126,342,210.25,180.5,174.61,200.38
0.128,341.61,209.16,179.53,174.2,199.21
0.13,341.19,208.85,178.6,174.56,198.63
0.132,340.82,208.93,177.69,175.18,198.47
0.134,340.55,208.94,176.8,175.45,198.42
0.136,340.41,208.42,175.93,174.87,198.16
0.138,340.4,207.15,175.08,173.21,197.44
0.14,340.53,205.13,174.25,170.59,196.15
0.142,340.74,202.64,173.43,167.45,194.38
0.144,341.01,200.07,172.62,164.4,192.37
0.146,341.27,197.86,171.82,162.08,190.39
0.148,341.51,196.28,171.02,160.91,188.73
0.15,341.7,195.4,170.23,161.02,187.55
0.152,341.85,195.05,169.44,162.21,186.84
0.154,341.98,194.91,168.65,163.98,186.46
0.156,342.09,194.61,167.86,165.74,186.17
0.158,342.21,193.88,167.06,166.93,185.68
0.16,342.34,192.6,166.25,167.23,184.78
0.162,342.49,190.89,165.44,166.57,183.38
0.164,342.63,188.97,164.61,165.16,181.54
0.166,342.75,187.16,163.76,163.36,179.47
0.168,342.84,185.66,162.9,161.6,177.42
0.17,342.88,184.53,162.01,160.21,175.67
0.172,342.87,183.61,161.11,159.35,174.37
0.174,342.81,182.64,160.18,159,173.58
0.176,342.71,181.27,159.22,159,173.18
0.178,342.6,179.29,158.23,159.13,172.95
0.18,342.49,176.64,157.21,159.19,172.63
0.182,342.4,173.55,156.06,159.07,171.98
0.184,342.34,170.4,155.2,158.73,170.87
0.186,342.32,167.67,154.65,158.23,169.3
0.188,342.33,165.8,154.42,157.65,167.39
0.19,342.35,164.99,154.49,157.06,165.37
0.192,342.4,165.21,154.81,156.48,163.45
0.194,342.44,166.15,155.29,155.92,161.85
0.196,342.48,167.34,155.83,155.33,160.65
0.198,342.52,168.27,156.27,154.68,159.85
0.2,342.55,168.55,156.45,154,159.37
0.202,342.57,167.99,156.27,153.34,159.03
0.204,342.6,166.64,155.67,152.76,158.71
0.206,342.64,164.77,154.7,152.34,158.28
0.208,342.68,162.74,153.49,152.14,157.74
0.21,342.75,160.93,152.22,152.16,157.12
0.212,342.83,159.59,151.1,152.35,156.56
0.214,342.92,158.8,150.29,152.64,156.18
0.216,343.01,158.51,149.87,152.94,156.11
0.218,343.09,158.5,149.81,153.17,156.39
0.22,343.14,158.54,150,153.29,157
0.222,343.15,158.42,150.28,153.32,157.81
0.224,343.12,158,150.46,153.26,158.66
0.226,343.07,157.26,150.41,153.15,159.34
0.228,343,156.28,150.06,153.03,159.67
0.23,342.95,155.21,149.43,152.9,159.54
0.232,342.92,154.21,148.63,152.78,158.89
0.234,342.95,153.4,147.84,152.67,157.81
0.236,343.02,152.86,147.24,152.58,156.4
0.238,343.13,152.58,146.99,152.51,154.86
0.24,343.27,152.49,147.2,152.47,153.38
0.242,343.41,152.48,147.88,152.47,152.11
0.244,343.54,152.45,148.97,152.51,151.16
0.246,343.64,152.3,150.31,152.57,150.51
0.248,343.72,152,151.72,152.63,150.07
0.25,343.78,151.57,153.02,152.66,149.68
0.252,343.84,151.05,154.04,152.66,149.15
0.254,343.91,150.52,154.66,152.64,148.35
0.256,343.99,150.06,154.84,152.62,147.22
0.258,344.07,149.7,154.56,152.62,145.86
0.26,344.13,149.47,153.85,152.66,144.46
0.262,344.14,149.34,152.76,152.71,143.33
0.264,344.1,149.28,151.35,152.74,142.74
0.266,344.01,149.27,149.69,152.67,142.88
0.268,343.87,149.27,147.88,152.43,143.78
0.27,343.72,149.27,146.04,151.99,145.25
