1,0,0,0,0,0.97718,0.21241,0.47867,0,-0.21241,0.97718,0.2999,0,0,0,1
1,0,0,0,0,0.97342,0.22902,0.47996,0,-0.22902,0.97342,0.29874,0,0,0,1
1,0,0,0,0,0.97297,0.23091,0.47969,0,-0.23091,0.97297,0.29843,0,0,0,1
1,0,0,0,0,0.97424,0.22551,0.48017,0,-0.22551,0.97424,0.29873,0,0,0,1
1,0,0,0,0,0.97426,0.22545,0.48011,0,-0.22545,0.97426,0.29848,0,0,0,1
1,0,0,0,0,0.97388,0.22708,0.47998,0,-0.22708,0.97388,0.29859,0,0,0,1
1,0,0,0,0,0.97386,0.22714,0.48004,0,-0.22714,0.97386,0.29884,0,0,0,1
1,0,0,0,0,0.97325,0.22975,0.48044,0,-0.22975,0.97325,0.29842,0,0,0,1
1,0,0,0,0,0.97357,0.2284,0.48066,0,-0.2284,0.97357,0.29876,0,0,0,1
1,0,0,0,0,0.9743,0.22524,0.48183,0,-0.22524,0.9743,0.29891,0,0,0,1
1,0,0,0,0,0.97482,0.22299,0.48256,0,-0.22299,0.97482,0.29876,0,0,0,1
1,0,0,0,0,0.97297,0.23091,0.48481,0,-0.23091,0.97297,0.29874,0,0,0,1
1,0,0,0,0,0.97467,0.22364,0.4851,0,-0.22364,0.97467,0.29851,0,0,0,1
1,0,0,0,0,0.97233,0.23362,0.48619,0,-0.23362,0.97233,0.29834,0,0,0,1
1,0,0,0,0,0.97125,0.23807,0.48745,0,-0.23807,0.97125,0.29796,0,0,0,1
1,0,0,0,0,0.96744,0.25308,0.49013,0,-0.25308,0.96744,0.29802,0,0,0,1
1,0,0,0,0,0.966,0.25853,0.4926,0,-0.25853,0.966,0.29766,0,0,0,1
1,0,0,0,0,0.9637,0.26697,0.49506,0,-0.26697,0.9637,0.29748,0,0,0,1
1,0,0,0,0,0.9604,0.27863,0.49785,0,-0.27863,0.9604,0.29675,0,0,0,1
1,0,0,0,0,0.96128,0.27557,0.50026,0,-0.27557,0.96128,0.29631,0,0,0,1
1,0,0,0,0,0.9562,0.2927,0.50411,0,-0.2927,0.9562,0.2958,0,0,0,1
1,0,0,0,0,0.95135,0.30811,0.5084,0,-0.30811,0.95135,0.29534,0,0,0,1
1,0,0,0,0,0.94794,0.31845,0.51249,0,-0.31845,0.94794,0.29408,0,0,0,1
1,0,0,0,0,0.93854,0.34517,0.51731,0,-0.34517,0.93854,0.29243,0,0,0,1
1,0,0,0,0,0.93332,0.35905,0.52154,0,-0.35905,0.93332,0.29153,0,0,0,1
1,0,0,0,0,0.92676,0.37564,0.52659,0,-0.37564,0.92676,0.28964,0,0,0,1
1,0,0,0,0,0.91721,0.3984,0.53235,0,-0.3984,0.91721,0.288,0,0,0,1
1,0,0,0,0,0.90712,0.42087,0.53857,0,-0.42087,0.90712,0.28575,0,0,0,1
1,0,0,0,0,0.89651,0.44302,0.54313,0,-0.44302,0.89651,0.28346,0,0,0,1
1,0,0,0,0,0.88684,0.46208,0.54894,0,-0.46208,0.88684,0.2808,0,0,0,1
1,0,0,0,0,0.87476,0.48456,0.55505,0,-0.48456,0.87476,0.27782,0,0,0,1
1,0,0,0,0,0.86402,0.50346,0.56001,0,-0.50346,0.86402,0.27511,0,0,0,1
1,0,0,0,0,0.85301,0.5219,0.56426,0,-0.5219,0.85301,0.27306,0,0,0,1
1,0,0,0,0,0.84175,0.53987,0.5693,0,-0.53987,0.84175,0.26995,0,0,0,1
1,0,0,0,0,0.82788,0.56091,0.57396,0,-0.56091,0.82788,0.26733,0,0,0,1
1,0,0,0,0,0.81947,0.57313,0.57819,0,-0.57313,0.81947,0.26464,0,0,0,1
1,0,0,0,0,0.80876,0.58813,0.58209,0,-0.58813,0.80876,0.26241,0,0,0,1
1,0,0,0,0,0.79755,0.60325,0.58583,0,-0.60325,0.79755,0.25974,0,0,0,1
1,0,0,0,0,0.78684,0.61716,0.58815,0,-0.61716,0.78684,0.25803,0,0,0,1
1,0,0,0,0,0.78438,0.62028,0.59034,0,-0.62028,0.78438,0.25644,0,0,0,1
1,0,0,0,0,0.77741,0.62899,0.59263,0,-0.62899,0.77741,0.25463,0,0,0,1
1,0,0,0,0,0.77676,0.6298,0.59424,0,-0.6298,0.77676,0.2543,0,0,0,1
1,0,0,0,0,0.77076,0.63712,0.5953,0,-0.63712,0.77076,0.25412,0,0,0,1
1,0,0,0,0,0.76159,0.64806,0.59607,0,-0.64806,0.76159,0.25238,0,0,0,1
1,0,0,0,0,0.76086,0.64892,0.59659,0,-0.64892,0.76086,0.25269,0,0,0,1
1,0,0,0,0,0.76156,0.6481,0.59629,0,-0.6481,0.76156,0.25277,0,0,0,1
1,0,0,0,0,0.75997,0.64996,0.59681,0,-0.64996,0.75997,0.25214,0,0,0,1
1,0,0,0,0,0.76055,0.64928,0.59627,0,-0.64928,0.76055,0.25238,0,0,0,1
1,0,0,0,0,0.76055,0.64928,0.59627,0,-0.64928,0.76055,0.25238,0,0,0,1
1,0,0,0,0,0.76922,0.63899,0.59519,0,-0.63899,0.76922,0.25367,0,0,0,1
1,0,0,0,0,0.77531,0.63158,0.59411,0,-0.63158,0.77531,0.2544,0,0,0,1
1,0,0,0,0,0.77886,0.6272,0.5934,0,-0.6272,0.77886,0.2546,0,0,0,1
1,0,0,0,0,0.77855,0.62758,0.59213,0,-0.62758,0.77855,0.25596,0,0,0,1
1,0,0,0,0,0.77739,0.62902,0.59024,0,-0.62902,0.77739,0.25703,0,0,0,1
1,0,0,0,0,0.7872,0.61669,0.58889,0,-0.61669,0.7872,0.25839,0,0,0,1
1,0,0,0,0,0.79073,0.61217,0.58752,0,-0.61217,0.79073,0.25921,0,0,0,1
1,0,0,0,0,0.79872,0.6017,0.58599,0,-0.6017,0.79872,0.26018,0,0,0,1
1,0,0,0,0,0.80023,0.59969,0.58433,0,-0.59969,0.80023,0.26217,0,0,0,1
1,0,0,0,0,0.80942,0.58724,0.58226,0,-0.58724,0.80942,0.26303,0,0,0,1
1,0,0,0,0,0.81119,0.58478,0.57975,0,-0.58478,0.81119,0.26485,0,0,0,1
1,0,0,0,0,0.82319,0.56777,0.57659,0,-0.56777,0.82319,0.26659,0,0,0,1
1,0,0,0,0,0.8285,0.55998,0.57424,0,-0.55998,0.8285,0.26793,0,0,0,1
1,0,0,0,0,0.83685,0.54743,0.5714,0,-0.54743,0.83685,0.26948,0,0,0,1
1,0,0,0,0,0.8443,0.53587,0.56751,0,-0.53587,0.8443,0.27231,0,0,0,1
1,0,0,0,0,0.85145,0.52443,0.56462,0,-0.52443,0.85145,0.2731,0,0,0,1
1,0,0,0,0,0.85883,0.51226,0.56097,0,-0.51226,0.85883,0.2749,0,0,0,1
1,0,0,0,0,0.86615,0.49979,0.55811,0,-0.49979,0.86615,0.27637,0,0,0,1
1,0,0,0,0,0.8729,0.48791,0.55478,0,-0.48791,0.8729,0.27846,0,0,0,1
1,0,0,0,0,0.88028,0.47446,0.55128,0,-0.47446,0.88028,0.2797,0,0,0,1
1,0,0,0,0,0.89035,0.45528,0.54761,0,-0.45528,0.89035,0.28164,0,0,0,1
1,0,0,0,0,0.89848,0.43901,0.54291,0,-0.43901,0.89848,0.28397,0,0,0,1
1,0,0,0,0,0.90656,0.42208,0.53944,0,-0.42208,0.90656,0.28475,0,0,0,1
