2.8392,-2.562,-2.5741,2.8215
2.8389,-2.5628,-2.5769,2.825
2.8335,-2.5586,-2.5785,2.8291
2.8332,-2.5597,-2.578,2.8274
2.8377,-2.5653,-2.5788,2.8262
2.8415,-2.5653,-2.5788,2.8269
2.8356,-2.563,-2.5792,2.8279
2.8377,-2.5612,-2.5795,2.8274
2.8335,-2.5601,-2.5785,2.8271
2.8404,-2.5635,-2.5781,2.8245
2.8305,-2.5602,-2.5754,2.8249
2.8291,-2.5603,-2.5627,2.8182
2.8265,-2.5551,-2.5596,2.8221
2.826,-2.5558,-2.5387,2.8177
2.8209,-2.5482,-2.5302,2.8215
2.8225,-2.5475,-2.5184,2.8144
2.8259,-2.5357,-2.5036,2.8225
2.8185,-2.5196,-2.4926,2.8164
2.8061,-2.508,-2.4639,2.8095
2.8107,-2.498,-2.4376,2.8012
2.8204,-2.4907,-2.4166,2.7987
2.8038,-2.4607,-2.3909,2.7908
2.797,-2.4383,-2.3598,2.7816
2.7947,-2.414,-2.3335,2.7899
2.7845,-2.3882,-2.2948,2.7762
2.7794,-2.3561,-2.2512,2.7695
2.7762,-2.3271,-2.2185,2.7587
2.765,-2.2946,-2.1781,2.7617
2.7439,-2.2561,-2.1191,2.7269
2.737,-2.2281,-2.0773,2.7166
2.7221,-2.1883,-2.0262,2.6933
2.7048,-2.152,-1.9855,2.6905
2.6931,-2.1094,-1.9425,2.6655
2.6668,-2.0723,-1.8915,2.6447
2.6391,-2.0272,-1.8501,2.6232
2.6232,-1.9852,-1.8105,2.6091
2.5995,-1.9493,-1.7634,2.5757
2.5572,-1.898,-1.7274,2.5488
2.532,-1.8616,-1.6877,2.5088
2.5059,-1.8284,-1.6424,2.4715
2.4724,-1.7894,-1.6047,2.4418
2.4334,-1.7454,-1.5781,2.413
2.3992,-1.702,-1.5426,2.3758
2.3567,-1.6643,-1.5081,2.3383
2.3214,-1.6235,-1.479,2.3041
2.2747,-1.5783,-1.4457,2.2661
2.2251,-1.5408,-1.4058,2.2131
2.184,-1.5012,-1.3842,2.1844
2.1416,-1.457,-1.349,2.1472
2.1031,-1.4209,-1.324,2.1003
2.0477,-1.3752,-1.2946,2.0657
2.0045,-1.3306,-1.2615,2.0105
1.9548,-1.3015,-1.236,1.9757
1.8993,-1.2503,-1.212,1.9366
1.862,-1.2173,-1.1837,1.8942
1.8217,-1.1721,-1.1581,1.8527
1.776,-1.1361,-1.1313,1.804
1.7236,-1.1033,-1.1022,1.7615
1.6799,-1.0672,-1.0767,1.7189
1.6221,-1.0195,-1.0442,1.6731
1.5739,-0.98903,-1.0293,1.6321
1.5275,-0.94924,-1.0019,1.5837
1.4666,-0.91583,-0.96255,1.5323
1.4269,-0.88674,-0.93635,1.4788
1.3703,-0.84677,-0.91684,1.4353
1.3251,-0.82364,-0.89154,1.39
1.2696,-0.7863,-0.86485,1.3349
1.2096,-0.75143,-0.84274,1.2925
1.156,-0.71737,-0.8172,1.2328
1.0947,-0.67853,-0.80141,1.1967
1.0334,-0.64484,-0.77582,1.1377
0.98276,-0.61541,-0.75137,1.081
0.92267,-0.58384,-0.7342,1.0423
0.86323,-0.54897,-0.70484,0.97463
0.79785,-0.50985,-0.69044,0.91978
0.73892,-0.47943,-0.65776,0.86131
0.66962,-0.44753,-0.63674,0.80312
0.61873,-0.42798,-0.604,0.74901
0.55604,-0.38836,-0.57794,0.69345
0.48955,-0.35568,-0.55328,0.6331
0.42303,-0.32523,-0.52477,0.5731
0.36808,-0.30635,-0.49146,0.50464
0.31769,-0.28379,-0.47064,0.45143
0.25778,-0.24312,-0.44837,0.39642
0.18566,-0.2092,-0.42617,0.3416
0.14008,-0.18456,-0.39386,0.27628
0.081552,-0.15723,-0.36715,0.21184
0.032574,-0.12729,-0.35408,0.15999
-0.021967,-0.099998,-0.32135,0.099114
-0.059009,-0.08528,-0.29557,0.043827
-0.10209,-0.062569,-0.26896,-0.015741
-0.1343,-0.03839,-0.25082,-0.057141
-0.16854,-0.026511,-0.22266,-0.10388
-0.19563,-0.014705,-0.19761,-0.1495
-0.2122,0.0024672,-0.18133,-0.191
-0.22835,0.018251,-0.16173,-0.22885
-0.24186,0.029283,-0.14453,-0.25909
-0.23942,0.025237,-0.13005,-0.27766
-0.24787,0.048094,-0.1187,-0.29897
-0.2372,0.045493,-0.10058,-0.32491
-0.21872,0.029394,-0.086485,-0.33593
-0.20844,0.03542,-0.072252,-0.34956
-0.20311,0.051494,-0.060187,-0.3594
-0.20122,0.062053,-0.058152,-0.35805
-0.16594,0.04315,-0.05642,-0.34797
-0.13676,0.043838,-0.046261,-0.34741
-0.11382,0.047073,-0.046271,-0.32983
-0.11546,0.063669,-0.048461,-0.30841
-0.091836,0.06854,-0.04458,-0.2879
-0.079344,0.070578,-0.043735,-0.26684
-0.051506,0.066713,-0.039161,-0.253
-0.014216,0.055628,-0.041888,-0.21841
0.01646,0.043539,-0.038626,-0.18988
0.05391,0.034037,-0.038754,-0.18169
0.093346,0.020236,-0.040686,-0.14611
0.12854,0.015215,-0.036252,-0.10953
0.14287,0.017975,-0.034501,-0.087149
0.16015,0.02452,-0.029322,-0.036981
0.1891,0.027899,-0.043275,-0.0024714
0.21913,0.022859,-0.041967,0.031718
0.24879,0.010763,-0.054419,0.078223
0.275,0.019016,-0.066814,0.11508
0.29422,0.01213,-0.063605,0.13556
0.33963,0.0078085,-0.07057,0.17738
0.36166,0.0086865,-0.07816,0.20801
0.39675,0.0010192,-0.071354,0.21962
0.40749,-0.0015365,-0.068952,0.25576
0.44414,-0.00097826,-0.086928,0.29932
0.47371,-0.0070902,-0.089571,0.3281
0.49365,-0.0072961,-0.078529,0.34583
0.52241,-0.0062087,-0.079578,0.38117
0.54356,-0.0089982,-0.087055,0.41509
0.55694,0.0035152,-0.094782,0.43964
0.57445,0.014193,-0.099493,0.47686
0.60181,0.0063996,-0.10189,0.5063
0.63086,0.0082175,-0.10528,0.52641
0.65599,0.0054306,-0.12111,0.57114
0.68115,0.0074872,-0.11081,0.58453
0.7067,0.00019678,-0.1089,0.61542
0.73484,-0.0044417,-0.10379,0.62527
0.76094,-0.0074406,-0.11072,0.65721
0.78977,-0.022651,-0.11956,0.68143
0.82423,-0.032515,-0.12877,0.68807
0.84876,-0.0452,-0.13715,0.70179
0.86716,-0.050196,-0.13823,0.68911
0.90255,-0.064146,-0.14733,0.69455
0.92823,-0.072252,-0.15186,0.70316
0.96213,-0.090231,-0.16491,0.70658
0.98081,-0.091233,-0.16957,0.72748
1.0217,-0.1102,-0.17609,0.72713
1.0394,-0.11484,-0.17936,0.71908
1.056,-0.11717,-0.17892,0.70941
1.0769,-0.12947,-0.1755,0.70542
1.1001,-0.13878,-0.17702,0.70587
1.1162,-0.13948,-0.1814,0.70754
1.137,-0.15076,-0.18873,0.7096
1.1396,-0.15444,-0.19176,0.71854
1.1666,-0.16477,-0.19968,0.72227
1.1888,-0.19061,-0.19747,0.71524
1.2243,-0.20463,-0.19718,0.71052
1.2354,-0.21532,-0.20622,0.70901
1.2611,-0.23168,-0.20784,0.70718
1.272,-0.24068,-0.21232,0.71136
1.2843,-0.24568,-0.21218,0.70331
1.2873,-0.25386,-0.22041,0.70936
1.3104,-0.2552,-0.22363,0.70553
1.3212,-0.2611,-0.22815,0.69715
1.3296,-0.27708,-0.23231,0.70055
1.3381,-0.28467,-0.23294,0.69756
1.3344,-0.28453,-0.23989,0.69254
